spkid,full_name,pdes,orbit_id,pha,min_orbit_intersection_dist,epoch,eccentricity,semi_major_axis,perihelion_dist,inclination,mean_anomaly,time_of_perihelion_passage,abs_magnitude
54467486,2024_QW1,2024 QW1,JPL 3,0,6.91,2461000.5,0.2372,1.336,1.019,4.35,294.02,2461103.92,28.01
54467534,2024_QY1,2024 QY1,JPL 2,0,21.4,2461000.5,0.2843,1.489,1.065,2.0,266.16,2461173.4,24.81
54467536,2024_QZ1,2024 QZ1,JPL 43,0,56.8,2461000.5,0.573,2.679,1.144,6.22,91.83,2460592.01,21.99
54467537,2024_QA2,2024 QA2,JPL 3,0,5.93,2461000.5,0.3455,1.532,1.003,22.8,221.5,2461266.99,25.04
54467538,2024_QB2,2024 QB2,JPL 3,0,1.75,2461000.5,0.495,2.013,1.016,0.54,155.93,2460548.75,28.38
54467539,2024_QC2,2024 QC2,JPL 6,0,147.0,2461000.5,0.1519,1.487,1.262,22.53,195.62,2461303.06,21.46
54467561,2024_QE2,2024 QE2,JPL 5,0,0.323,2461000.5,0.3719,1.492,0.937,6.1,220.21,2461258.93,27.49
54467562,2024_QF2,2024 QF2,JPL 3,0,69.8,2461000.5,0.5837,2.631,1.095,9.03,94.05,2460593.24,23.11
54467563,2024_QG2,2024 QG2,JPL 7,0,76.0,2461000.5,0.5417,2.589,1.187,15.69,99.97,2460578.03,22.62
54467564,2024_QH2,2024 QH2,JPL 1,0,0.793,2461000.5,0.2794,0.8654,0.624,35.33,301.92,2461047.95,26.87
54467565,2024_QJ2,2024 QJ2,JPL 3,0,3.44,2460553.5,0.6043,2.571,1.017,4.19,359.42,2460555.92,24.38
54467567,2024_QK2,2024 QK2,JPL 6,0,2.44,2461000.5,0.3688,1.422,0.897,0.55,286.36,2461127.13,25.51
54467568,2024_QL2,2024 QL2,JPL 3,0,7.62,2461000.5,0.464,1.85,0.991,1.79,185.45,2461446.08,25.91
54467569,2024_QM2,2024 QM2,JPL 2,0,69.6,2460554.5,0.4428,2.131,1.187,6.89,0.51,2460552.88,24.02
54467570,2024_QN2,2024 QN2,JPL 3,0,42.3,2461000.5,0.5111,2.286,1.118,5.03,136.74,2460520.88,23.41
54467956,2024_QP2,2024 QP2,JPL 11,1,0.722,2461000.5,0.623,2.544,0.959,1.64,97.93,2460597.37,21.52
54467959,2024_QQ2,2024 QQ2,JPL 7,0,85.4,2461000.5,0.3881,1.978,1.21,3.92,151.17,2460573.76,23.66
54467978,2024_QU2,2024 QU2,JPL 2,0,85.5,2460556.5,0.4628,2.278,1.224,9.46,1.47,2460551.39,23.89
54468270,2024_QW2,2024 QW2,JPL 2,0,64.3,2461000.5,0.4467,2.086,1.154,6.12,152.2,2460535.33,23.48
54468271,2024_QA3,2024 QA3,JPL 14,0,68.4,2461000.5,0.5842,2.7,1.123,9.95,68.64,2460691.47,19.52
54468513,2024_QG3,2024 QG3,JPL 10,0,2.23,2461000.5,0.6815,2.81,0.895,3.7,78.6,2460624.86,23.16
54468514,2024_QH3,2024 QH3,JPL 2,0,10.2,2460564.5,0.2327,1.195,0.917,6.29,296.14,2460649.09,25.5
54468771,2024_QT3,2024 QT3,JPL 1,0,119.0,2460554.5,0.297,1.737,1.221,36.88,335.4,2460611.62,22.83
54468801,2024_QB4,2024 QB4,JPL 4,0,105.0,2461000.5,0.4473,2.193,1.212,18.73,168.48,2460445.33,20.33
54469538,2024_QC5,2024 QC5,JPL 8,0,68.5,2461000.5,0.464,2.146,1.15,7.8,142.86,2460544.93,22.81
54469539,2024_QE5,2024 QE5,JPL 5,1,9.58,2461000.5,0.6925,2.6,0.799,18.2,117.54,2460500.48,19.35
54470420,2024_QV5,2024 QV5,JPL 2,0,10.1,2460558.5,0.4886,1.673,0.856,4.85,334.04,2460615.5,25.04
54470729,2024_QY5,2024 QY5,JPL 5,0,78.9,2461000.5,0.2463,1.565,1.179,4.56,188.01,2461342.0,22.67
54485955,2024_QJ29,2024 QJ29,JPL 1,0,110.0,2461000.5,0.4327,2.214,1.256,5.15,100.23,2460665.53,21.64
54507536,2024_QX40,2024 QX40,JPL 1,0,45.0,2461000.5,0.5465,2.454,1.113,7.62,127.12,2460504.79,22.85
54467566,2024_RB,2024 RB,JPL 2,0,2.82,2461000.5,0.4704,1.724,0.913,11.09,176.91,2460594.27,27.52
54467571,2024_RC,2024 RC,JPL 7,0,19.8,2461000.5,0.1532,1.245,1.054,1.39,305.63,2461077.09,27.49
54467572,2024_RD,2024 RD,JPL 13,0,0.223,2461000.5,0.2839,1.39,0.995,0.44,285.06,2461125.08,26.78
54467604,2024_RE,2024 RE,JPL 6,0,10.2,2461000.5,0.1847,0.9361,0.763,6.02,232.92,2461117.27,23.38
54467605,2024_RF,2024 RF,JPL 2,0,12.2,2460554.5,0.4479,1.787,0.987,6.53,347.83,2460584.0,26.81
54467606,2024_RG,2024 RG,JPL 7,0,53.2,2461000.5,0.5064,2.298,1.134,3.11,121.95,2460569.37,24.2
54467607,2024_RH,2024 RH,JPL 3,0,16.5,2460554.5,0.3026,1.433,0.999,18.73,335.36,2460597.37,25.63
54467608,2024_RJ,2024 RJ,JPL 5,0,4.7,2461000.5,0.4328,1.484,0.842,9.93,212.34,2461271.45,26.5
54467610,2024_RK,2024 RK,JPL 4,0,10.7,2460555.5,0.4745,1.972,1.036,9.81,359.49,2460556.94,26.67
54467609,2024_RL,2024 RL,JPL 7,0,21.6,2461000.5,0.4436,1.82,1.012,3.94,191.81,2461419.35,25.11
54467611,2024_RM,2024 RM,JPL 4,0,38.7,2461000.5,0.1829,0.9619,0.786,13.08,300.82,2461057.15,24.23
54467612,2024_RN,2024 RN,JPL 7,0,4.02,2461000.5,0.3472,1.565,1.022,3.03,237.41,2461244.02,25.53
54467613,2024_RO,2024 RO,JPL 2,0,28.8,2460555.5,0.4269,1.77,1.014,6.06,344.76,2460591.91,25.16
54467614,2024_RP,2024 RP,JPL 6,0,72.2,2460556.5,0.3591,1.741,1.116,14.66,20.59,2460508.53,23.84
54467615,2024_RQ,2024 RQ,JPL 19,0,0.799,2461000.5,0.2301,0.9359,0.721,5.71,11.89,2460989.58,25.2
54467616,2024_RS,2024 RS,JPL 3,0,105.0,2461000.5,0.4239,2.178,1.255,6.26,136.81,2460554.22,23.3
54467957,2024_RT,2024 RT,JPL 2,0,12.8,2460556.5,0.6431,2.073,0.74,3.64,18.76,2460499.68,24.8
54467958,2024_RU,2024 RU,JPL 10,0,39.7,2461000.5,0.5562,2.491,1.106,9.9,106.36,2460576.3,23.99
54467960,2024_RX,2024 RX,JPL 16,0,42.3,2461000.5,0.5292,2.367,1.115,28.44,119.92,2460557.33,21.8
54467961,2024_RY,2024 RY,JPL 8,0,2.14,2461000.5,0.503,1.948,0.968,2.53,170.38,2460530.46,25.18
54467962,2024_RZ,2024 RZ,JPL 2,0,11.8,2460555.5,0.4495,1.766,0.972,19.32,16.09,2460517.2,25.29
54467963,2024_RA1,2024 RA1,JPL 5,0,57.6,2460556.5,0.7136,1.596,0.457,11.03,327.41,2460623.16,22.55
54467964,2024_RB1,2024 RB1,JPL 3,0,28.9,2461000.5,0.2227,0.9003,0.7,6.28,315.24,2461039.3,25.49
54467965,2024_RC1,2024 RC1,JPL 2,0,22.1,2460556.5,0.2872,1.496,1.066,18.86,2.86,2460551.2,23.68
54467966,2024_RD1,2024 RD1,JPL 2,0,58.5,2460547.5,0.2772,1.4,1.012,22.24,317.37,2460619.18,23.82
54467967,2024_RE1,2024 RE1,JPL 7,0,8.12,2461000.5,0.435,1.391,0.786,11.52,230.61,2461215.78,25.54
54467968,2024_RF1,2024 RF1,JPL 5,0,84.8,2461000.5,0.4863,1.133,0.582,15.8,285.72,2461091.37,22.86
54467969,2024_RG1,2024 RG1,JPL 2,0,54.2,2461000.5,0.5263,2.395,1.134,4.55,121.03,2460545.37,25.24
54467970,2024_RH1,2024 RH1,JPL 4,0,12.7,2460556.5,0.4936,2.02,1.023,4.7,7.83,2460533.7,26.44
54467971,2024_RJ1,2024 RJ1,JPL 6,0,2.6,2461000.5,0.3401,1.312,0.866,1.96,246.9,2461172.96,24.62
54467972,2024_RK1,2024 RK1,JPL 4,0,7.73,2461000.5,0.0737,1.107,1.026,14.23,33.8,2460960.55,26.74
54467973,2024_RL1,2024 RL1,JPL 5,0,19.0,2461000.5,0.152,1.022,0.867,18.51,156.2,2460836.77,25.34
54467974,2024_RM1,2024 RM1,JPL 3,0,12.0,2460556.5,0.7679,2.265,0.526,1.95,14.45,2460506.53,23.28
54467975,2024_RN1,2024 RN1,JPL 5,0,0.632,2460554.5,0.5981,1.664,0.669,1.23,333.31,2460612.66,26.3
54467976,2024_RO1,2024 RO1,JPL 4,0,8.28,2461000.5,0.3703,1.319,0.83,4.13,249.07,2461170.9,25.93
54467977,2024_RP1,2024 RP1,JPL 4,0,0.317,2461000.5,0.2007,1.06,0.847,0.98,108.08,2460880.84,29.32
54467979,2024_RQ1,2024 RQ1,JPL 2,0,2.87,2460557.5,0.5912,2.37,0.969,1.68,9.69,2460521.65,25.76
54467980,2024_RR1,2024 RR1,JPL 3,0,2.13,2461000.5,0.6344,2.768,1.012,4.09,93.0,2460565.99,25.66
54467981,2024_RS1,2024 RS1,JPL 2,0,1.92,2461000.5,0.212,1.199,0.945,25.26,298.09,2461082.97,26.25
54467982,2024_RT1,2024 RT1,JPL 3,0,17.1,2460555.5,0.1395,1.216,1.047,15.1,344.32,2460576.84,23.39
54467983,2024_RV1,2024 RV1,JPL 5,0,53.0,2461000.5,0.5433,1.467,0.67,8.26,201.29,2461286.53,21.14
54468267,2024_RW1,2024 RW1,JPL 5,0,0.00523,2460557.5,0.7068,2.507,0.735,0.53,349.19,2460601.05,32.2
54468269,2024_RY1,2024 RY1,JPL 2,0,20.4,2460560.5,0.5306,1.631,0.766,31.48,28.08,2460501.16,23.21
54468268,2024_RZ1,2024 RZ1,JPL 3,0,71.5,2460559.5,0.3465,1.814,1.186,5.84,348.17,2460588.84,24.17
54468274,2024_RF2,2024 RF2,JPL 4,0,2.58,2461000.5,0.4698,1.536,0.814,1.91,202.32,2461305.09,25.05
54468275,2024_RG2,2024 RG2,JPL 3,0,14.6,2461000.5,0.2874,1.413,1.007,29.94,241.0,2461203.2,25.41
54468276,2024_RH2,2024 RH2,JPL 14,0,0.252,2461000.5,0.2515,0.8185,0.613,2.08,53.04,2460960.66,25.0
54468273,2024_RJ2,2024 RJ2,JPL 10,0,10.1,2461000.5,0.3779,1.598,0.994,26.45,228.63,2461269.71,23.53
54468506,2024_RK2,2024 RK2,JPL 2,0,7.44,2461000.5,0.1837,1.261,1.029,2.09,320.67,2461056.98,27.81
54468509,2024_RL2,2024 RL2,JPL 2,0,0.742,2461000.5,0.5772,2.168,0.916,1.35,126.26,2460591.69,28.45
54468512,2024_RM2,2024 RM2,JPL 33,0,115.0,2461000.5,0.6178,3.338,1.276,13.1,65.01,2460598.29,20.27
54468511,2024_RN2,2024 RN2,JPL 7,0,0.243,2461000.5,0.5382,2.168,1.001,0.53,142.59,2460538.68,27.54
54468510,2024_RO2,2024 RO2,JPL 15,0,0.355,2461000.5,0.4445,1.695,0.941,7.15,171.73,2460616.06,24.87
54468519,2024_RW2,2024 RW2,JPL 5,0,0.942,2461000.5,0.5799,2.378,0.999,1.07,121.35,2460548.94,25.57
54468520,2024_RX2,2024 RX2,JPL 29,0,23.0,2461000.5,0.3686,1.682,1.062,16.14,190.91,2461374.85,22.41
54468516,2024_RY2,2024 RY2,JPL 6,0,42.0,2461000.5,0.2531,1.464,1.093,4.32,239.11,2461217.69,25.09
54468518,2024_RZ2,2024 RZ2,JPL 3,0,0.777,2461000.5,0.3038,1.341,0.934,2.25,306.0,2461085.61,28.6
54468517,2024_RA3,2024 RA3,JPL 2,0,15.6,2460559.5,0.5882,2.438,1.004,2.97,351.25,2460593.29,24.54
54468521,2024_RB3,2024 RB3,JPL 4,0,0.422,2461000.5,0.4977,1.417,0.712,2.33,225.36,2461230.96,27.73
54468522,2024_RC3,2024 RC3,JPL 5,0,18.0,2460560.5,0.2787,1.414,1.02,20.18,17.85,2460530.04,25.4
54468523,2024_RE3,2024 RE3,JPL 9,0,19.7,2461000.5,0.3783,1.684,1.047,1.14,182.74,2461393.37,24.55
54468524,2024_RF3,2024 RF3,JPL 1,0,4.27,2460557.5,0.3272,1.41,0.948,1.31,334.41,2460600.95,27.3
54468526,2024_RG3,2024 RG3,JPL 5,0,62.9,2461000.5,0.5247,2.459,1.169,10.62,111.14,2460565.62,24.59
54468527,2024_RH3,2024 RH3,JPL 2,0,1.63,2461000.5,0.4432,1.506,0.839,4.49,209.74,2461282.25,28.05
54468525,2024_RJ3,2024 RJ3,JPL 5,0,21.1,2460559.5,0.5117,2.178,1.063,3.67,2.22,2460552.25,25.59
54468528,2024_RK3,2024 RK3,JPL 5,0,8.98,2461000.5,0.5927,2.536,1.033,8.83,111.26,2460544.65,25.07
54468529,2024_RL3,2024 RL3,JPL 5,0,0.154,2461000.5,0.4131,1.69,0.992,2.57,205.53,2461344.89,29.09
54468530,2024_RM3,2024 RM3,JPL 8,0,2.9,2461000.5,0.3017,1.428,0.997,6.97,240.07,2461208.12,26.45
54468531,2024_RN3,2024 RN3,JPL 8,0,1.3,2461000.5,0.2924,1.144,0.81,8.28,301.29,2461073.39,26.46
54468533,2024_RO3,2024 RO3,JPL 4,0,6.43,2460559.5,0.6249,1.862,0.698,16.53,331.91,2460631.94,22.79
54468532,2024_RP3,2024 RP3,JPL 2,0,6.18,2460558.5,0.5086,1.881,0.924,8.67,17.58,2460512.51,25.93
54468763,2024_RR3,2024 RR3,JPL 2,0,0.656,2461000.5,0.4388,0.8393,0.471,25.86,108.49,2460915.86,26.96
54468764,2024_RS3,2024 RS3,JPL 2,0,22.7,2460557.5,0.5134,2.19,1.066,14.45,0.59,2460555.57,26.21
54468765,2024_RT3,2024 RT3,JPL 3,0,12.9,2460557.5,0.4648,1.786,0.956,6.26,342.03,2460601.0,26.01
54468766,2024_RU3,2024 RU3,JPL 2,0,45.2,2460557.5,0.2516,1.381,1.033,10.65,41.12,2460489.8,24.11
54468767,2024_RV3,2024 RV3,JPL 1,0,58.4,2460557.5,0.1829,1.309,1.069,50.86,43.54,2460491.37,23.93
54468768,2024_RW3,2024 RW3,JPL 1,0,5.26,2460555.5,0.175,1.115,0.92,0.85,61.93,2460481.47,27.28
54468769,2024_RX3,2024 RX3,JPL 4,0,3.37,2460558.5,0.5485,1.854,0.837,13.54,336.92,2460617.62,22.43
54468770,2024_RY3,2024 RY3,JPL 4,0,2.49,2461000.5,0.6458,2.407,0.853,5.67,105.24,2460601.73,26.89
54468772,2024_RZ3,2024 RZ3,JPL 22,0,2.63,2461000.5,0.082,1.065,0.977,1.03,105.37,2460883.08,26.88
54468776,2024_RE4,2024 RE4,JPL 2,0,35.3,2461000.5,0.1002,1.12,1.008,24.05,286.03,2461089.48,24.42
54468778,2024_RF4,2024 RF4,JPL 2,0,15.1,2460558.5,0.4952,1.733,0.875,11.0,340.21,2460604.3,25.44
54468777,2024_RG4,2024 RG4,JPL 2,0,12.3,2460558.5,0.6942,2.201,0.673,2.27,15.46,2460507.27,25.17
54468779,2024_RH4,2024 RH4,JPL 4,0,31.3,2460560.5,0.2399,1.326,1.008,24.45,30.95,2460512.56,25.02
54468780,2024_RJ4,2024 RJ4,JPL 5,0,32.7,2461000.5,0.5404,2.301,1.057,11.19,116.48,2460588.09,25.15
54468781,2024_RK4,2024 RK4,JPL 3,0,26.1,2460558.5,0.5057,2.178,1.077,1.7,4.28,2460544.53,25.5
54468782,2024_RL4,2024 RL4,JPL 3,0,10.5,2460557.5,0.5284,1.019,0.48,14.72,291.57,2460628.9,25.85
54468783,2024_RM4,2024 RM4,JPL 10,0,102.0,2461000.5,0.4631,2.335,1.253,5.39,100.3,2460637.48,21.34
54468784,2024_RN4,2024 RN4,JPL 5,0,81.9,2461000.5,0.4052,1.981,1.178,8.64,143.98,2460593.14,22.98
54468786,2024_RO4,2024 RO4,JPL 3,0,40.8,2460561.5,0.3983,1.656,0.996,25.39,20.39,2460517.42,23.43
54468785,2024_RP4,2024 RP4,JPL 4,0,88.0,2460559.5,0.261,1.674,1.237,6.14,22.02,2460511.12,22.58
54468787,2024_RR4,2024 RR4,JPL 2,0,82.8,2460557.5,0.543,2.502,1.143,20.9,349.22,2460600.77,23.81
54468788,2024_RS4,2024 RS4,JPL 2,0,6.22,2460557.5,0.4277,1.465,0.838,1.12,327.24,2460616.42,26.35
54468789,2024_RT4,2024 RT4,JPL 11,0,50.0,2461000.5,0.4045,1.873,1.115,3.14,156.29,2460594.04,24.72
54468790,2024_RU4,2024 RU4,JPL 4,0,160.0,2460564.5,0.516,2.576,1.247,25.28,22.63,2460469.57,21.07
54468791,2024_RV4,2024 RV4,JPL 18,1,10.1,2461000.5,0.7388,2.282,0.596,16.87,143.01,2460500.3,20.96
54468792,2024_RW4,2024 RW4,JPL 25,0,7.14,2461000.5,0.304,1.475,1.026,5.63,240.17,2461218.25,24.92
54468793,2024_RX4,2024 RX4,JPL 3,0,26.4,2461000.5,0.2634,1.457,1.074,6.95,240.7,2461213.46,25.9
54468794,2024_RY4,2024 RY4,JPL 3,0,49.6,2461000.5,0.1247,1.291,1.13,11.5,283.12,2461114.86,24.64
54468795,2024_RZ4,2024 RZ4,JPL 3,0,15.8,2460560.5,0.451,1.669,0.916,21.84,22.99,2460510.22,25.22
54468796,2024_RA5,2024 RA5,JPL 7,0,1.93,2461000.5,0.1849,0.8655,0.705,0.33,354.5,2461004.99,28.91
54468797,2024_RB5,2024 RB5,JPL 18,0,77.5,2461000.5,0.5989,2.878,1.154,6.85,80.53,2460601.53,22.17
54468798,2024_RC5,2024 RC5,JPL 13,0,37.3,2461000.5,0.4231,1.88,1.085,8.98,154.43,2460596.57,24.41
54468799,2024_RD5,2024 RD5,JPL 9,0,54.7,2461000.5,0.5032,2.294,1.14,5.1,116.43,2460589.99,24.64
54468800,2024_RE5,2024 RE5,JPL 2,0,34.2,2460558.5,0.5613,2.471,1.084,4.77,357.05,2460570.14,24.71
54468802,2024_RG5,2024 RG5,JPL 3,0,28.8,2460559.5,0.2666,1.468,1.077,2.37,11.01,2460539.63,26.47
54468803,2024_RJ5,2024 RJ5,JPL 5,0,55.9,2461000.5,0.5044,2.244,1.112,6.37,115.49,2460606.6,24.34
54468804,2024_RK5,2024 RK5,JPL 1,0,21.4,2460559.5,0.4496,1.652,0.909,28.06,25.36,2460504.89,23.78
54469015,2024_RL5,2024 RL5,JPL 5,0,114.0,2461000.5,0.5357,2.773,1.288,5.38,88.78,2460584.43,22.59
54469017,2024_RQ5,2024 RQ5,JPL 10,0,0.0898,2461000.5,0.2446,1.211,0.915,1.15,283.22,2461104.29,28.04
54469018,2024_RR5,2024 RR5,JPL 2,0,74.8,2460558.5,0.6994,2.22,0.667,12.1,341.64,2460620.11,21.31
54469016,2024_RS5,2024 RS5,JPL 3,0,81.9,2461000.5,0.2316,1.552,1.193,7.61,220.04,2461275.18,24.17
54469019,2024_RT5,2024 RT5,JPL 1,0,22.2,2461000.5,0.5086,0.8325,0.409,14.84,7.58,2460994.66,23.92
54469020,2024_RU5,2024 RU5,JPL 3,0,57.7,2461000.5,0.4693,2.178,1.156,7.14,133.95,2460563.52,24.62
54469021,2024_RY5,2024 RY5,JPL 5,0,56.7,2461000.5,0.2132,1.452,1.143,10.56,257.74,2461182.09,24.28
54469022,2024_RZ5,2024 RZ5,JPL 109,0,24.2,2461000.5,0.6784,3.24,1.042,12.54,59.0,2460651.46,19.25
54469023,2024_RA6,2024 RA6,JPL 6,0,132.0,2461000.5,0.1005,1.412,1.27,23.47,176.63,2460699.78,21.22
54469024,2024_RB6,2024 RB6,JPL 2,0,5.37,2461000.5,0.0191,1.021,1.001,14.56,156.37,2460836.85,27.76
54469026,2024_RH6,2024 RH6,JPL 1,0,0.638,2461000.5,0.3573,1.236,0.794,7.86,274.12,2461120.17,28.58
54469028,2024_RZ6,2024 RZ6,JPL 10,0,112.0,2461000.5,0.4571,2.349,1.275,5.54,115.65,2460577.98,21.76
54469027,2024_RA7,2024 RA7,JPL 2,0,42.2,2460561.5,0.2177,1.396,1.092,26.04,15.47,2460535.61,24.82
54469029,2024_RD7,2024 RD7,JPL 6,0,86.7,2461000.5,0.307,0.9602,0.665,40.9,246.99,2461108.39,22.81
54469033,2024_RG7,2024 RG7,JPL 4,0,1.34,2460561.5,0.4974,1.758,0.884,6.33,341.96,2460604.16,24.62
54469032,2024_RH7,2024 RH7,JPL 1,0,0.317,2461000.5,0.4296,1.191,0.679,11.33,286.39,2461097.54,29.84
54469031,2024_RJ7,2024 RJ7,JPL 10,0,105.0,2461000.5,0.4847,2.22,1.144,20.4,96.8,2460675.72,20.78
54469030,2024_RK7,2024 RK7,JPL 6,0,17.7,2460561.5,0.3162,1.478,1.01,7.7,336.42,2460604.48,25.25
54469034,2024_RM7,2024 RM7,JPL 4,0,33.7,2460569.5,0.4168,1.845,1.076,4.32,355.98,2460579.73,24.91
54469035,2024_RN7,2024 RN7,JPL 6,0,30.2,2461000.5,0.808,2.534,0.487,4.55,91.87,2460624.51,22.52
54469036,2024_RP7,2024 RP7,JPL 1,0,0.272,2461000.5,0.2412,0.9192,0.697,3.2,35.29,2460968.95,30.3
54469037,2024_RU7,2024 RU7,JPL 3,0,9.73,2460559.5,0.5364,2.239,1.038,0.98,11.4,2460520.74,25.25
54469038,2024_RW7,2024 RW7,JPL 5,0,160.0,2461000.5,0.7367,1.347,0.355,36.32,213.99,2461232.22,21.07
54469039,2024_RX7,2024 RX7,JPL 3,0,6.92,2460560.5,0.5325,2.021,0.945,12.75,348.52,2460593.97,26.11
54469526,2024_RD8,2024 RD8,JPL 12,0,93.3,2461000.5,0.5555,2.346,1.043,29.41,89.63,2460673.7,20.59
54469527,2024_RH8,2024 RH8,JPL 9,0,3.57,2460563.5,0.6925,2.455,0.755,3.47,346.93,2460614.48,24.46
54469528,2024_RJ8,2024 RJ8,JPL 3,0,84.3,2460561.5,0.3013,1.739,1.215,32.59,355.97,2460570.86,22.52
54469530,2024_RK8,2024 RK8,JPL 4,0,3.28,2461000.5,0.2647,1.382,1.016,7.24,267.77,2461152.47,26.67
54469532,2024_RL8,2024 RL8,JPL 5,0,0.274,2461000.5,0.4065,1.199,0.712,12.01,281.24,2461105.43,27.45
54469533,2024_RR8,2024 RR8,JPL 1,0,0.968,2461000.5,0.4193,1.016,0.59,12.55,132.9,2460862.38,28.33
54469534,2024_RS8,2024 RS8,JPL 10,0,96.7,2461000.5,0.4537,2.253,1.231,4.93,120.23,2460587.92,22.84
54469536,2024_RU8,2024 RU8,JPL 6,0,8.29,2460561.5,0.3836,1.664,1.026,23.78,2.67,2460555.69,24.02
54469537,2024_RW8,2024 RW8,JPL 6,0,1.1,2461000.5,0.3076,1.421,0.984,13.49,269.87,2461155.48,26.4
54469535,2024_RY8,2024 RY8,JPL 2,0,31.2,2460560.5,0.558,2.208,0.976,9.91,12.56,2460518.67,24.76
54469540,2024_RG9,2024 RG9,JPL 9,0,46.4,2461000.5,0.3643,1.757,1.117,3.6,173.44,2460590.8,24.26
54469541,2024_RH9,2024 RH9,JPL 3,0,26.0,2460562.5,0.2193,1.363,1.064,12.37,9.43,2460547.26,26.07
54469543,2024_RN9,2024 RN9,JPL 3,0,34.0,2461000.5,0.5422,2.397,1.097,2.34,121.2,2460544.01,24.38
54469542,2024_RO9,2024 RO9,JPL 5,0,100.0,2461000.5,0.5107,2.551,1.248,4.37,99.21,2460590.28,23.39
54469544,2024_RQ9,2024 RQ9,JPL 2,0,61.6,2460561.5,0.1821,1.417,1.159,9.34,343.62,2460589.52,25.28
54469545,2024_RR9,2024 RR9,JPL 1,0,39.0,2460560.5,0.2655,1.495,1.098,17.38,15.78,2460531.23,24.77
54469546,2024_RS9,2024 RS9,JPL 13,0,43.0,2461000.5,0.2966,1.558,1.096,6.0,226.79,2461263.3,23.26
54469547,2024_RT9,2024 RT9,JPL 1,0,50.0,2460561.5,0.3182,1.142,0.779,11.35,163.22,2460359.29,21.74
54469548,2024_RU9,2024 RU9,JPL 3,0,13.4,2461000.5,0.3197,0.9709,0.66,9.32,343.97,2461016.06,25.26
54469549,2024_RV9,2024 RV9,JPL 4,0,91.2,2461000.5,0.3272,1.67,1.123,12.56,242.22,2461258.33,22.1
54469550,2024_RW9,2024 RW9,JPL 1,0,6.38,2460560.5,0.8538,2.196,0.321,4.35,14.41,2460512.94,24.97
54469551,2024_RX9,2024 RX9,JPL 12,0,56.4,2461000.5,0.5374,2.473,1.144,10.36,107.86,2460574.89,21.09
54470168,2024_RB10,2024 RB10,JPL 11,0,12.2,2460565.5,0.5896,2.484,1.019,16.83,354.12,2460588.86,23.44
54470169,2024_RF10,2024 RF10,JPL 5,0,0.168,2461000.5,0.4154,1.688,0.987,9.69,205.66,2461344.05,27.4
54470170,2024_RG10,2024 RG10,JPL 6,0,2.18,2461000.5,0.5789,2.216,0.933,12.18,140.59,2460530.01,23.8
54470171,2024_RH10,2024 RH10,JPL 3,0,9.86,2460565.5,0.6621,2.585,0.873,4.4,11.05,2460518.92,23.88
54470172,2024_RJ10,2024 RJ10,JPL 4,0,9.35,2460561.5,0.2687,1.232,0.901,20.29,314.84,2460624.14,24.39
54470173,2024_RK10,2024 RK10,JPL 2,0,7.53,2460562.5,0.4171,1.39,0.81,3.65,37.83,2460499.58,25.34
54470174,2024_RL10,2024 RL10,JPL 6,0,3.32,2461000.5,0.3526,1.548,1.002,4.3,213.55,2461286.7,27.57
54470175,2024_RM10,2024 RM10,JPL 7,0,0.982,2461000.5,0.3538,0.7715,0.499,2.48,122.85,2460916.04,25.84
54470176,2024_RQ10,2024 RQ10,JPL 5,0,1.34,2460563.5,0.6249,2.62,0.983,0.43,5.42,2460540.19,27.87
54470177,2024_RS10,2024 RS10,JPL 8,0,34.2,2461000.5,0.6488,1.818,0.638,5.21,201.39,2461394.9,22.2
54470178,2024_RW10,2024 RW10,JPL 6,0,62.4,2461000.5,0.2619,1.49,1.1,14.79,257.88,2461188.87,23.49
54470179,2024_RX10,2024 RX10,JPL 3,0,92.9,2461000.5,0.1421,1.417,1.216,5.93,232.87,2461218.05,23.93
54470415,2024_RY10,2024 RY10,JPL 3,0,1.3,2461000.5,0.2562,0.835,0.621,0.55,63.86,2460951.06,26.75
54470416,2024_RZ10,2024 RZ10,JPL 2,0,10.4,2461000.5,0.3388,0.9199,0.608,9.92,35.45,2460968.77,25.14
54470417,2024_RA11,2024 RA11,JPL 19,0,24.3,2461000.5,0.5446,2.329,1.06,5.26,113.7,2460590.48,24.51
54470418,2024_RB11,2024 RB11,JPL 3,0,0.606,2461000.5,0.5063,1.863,0.92,3.71,154.83,2460600.95,27.02
54470421,2024_RM11,2024 RM11,JPL 3,0,115.0,2460568.5,0.316,1.726,1.181,42.88,327.74,2460642.75,22.05
54470422,2024_RN11,2024 RN11,JPL 1,0,9.17,2460562.5,0.6065,2.309,0.908,4.32,10.33,2460525.72,25.94
54470419,2024_RO11,2024 RO11,JPL 2,0,19.0,2460561.5,0.6517,1.748,0.609,3.39,332.1,2460626.92,24.8
54470424,2024_RJ12,2024 RJ12,JPL 3,0,1.55,2461000.5,0.1613,1.189,0.997,7.76,350.48,2461013.03,27.62
54470426,2024_RL12,2024 RL12,JPL 5,0,84.3,2460574.5,0.4792,2.278,1.186,10.29,14.64,2460523.45,23.11
54470425,2024_RM12,2024 RM12,JPL 4,0,21.3,2461000.5,0.1051,1.016,0.91,8.49,211.65,2461154.74,25.16
54470427,2024_RN12,2024 RN12,JPL 2,0,18.7,2460562.5,0.6708,2.086,0.687,17.99,340.78,2460621.24,25.06
