mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__metric,param_knn__n_neighbors,param_knn__p,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.014522314071655273,0.0032525255923835194,0.08483285903930664,0.01127480722315404,manhattan,23,1,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 23, 'knn__p': 1, 'knn__weights': 'distance'}",0.776128024980484,0.7726516925697255,0.7758668653750622,0.7574846206425154,0.7595615459102301,0.7683385498956035,0.008133858063353056,34
0.015299034118652344,0.004789401385601225,0.06757502555847168,0.012368585537736742,euclidean,21,2,distance,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 21, 'knn__p': 2, 'knn__weights': 'distance'}",0.7717514725711447,0.763314881839472,0.769956000283869,0.7547505126452494,0.754812101275917,0.7629169937231305,0.007212969424689734,35
0.01585378646850586,0.002556572429573723,0.11144123077392579,0.020010399776023053,euclidean,44,1,uniform,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 44, 'knn__p': 1, 'knn__weights': 'uniform'}",0.8003779007877369,0.7892261017670854,0.7954247391952309,0.7895609051036683,0.787813995215311,0.7924807284138065,0.004731361167837967,13
0.018141460418701173,0.0026608236851650823,0.11381945610046387,0.02967206968011466,manhattan,25,2,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 25, 'knn__p': 2, 'knn__weights': 'distance'}",0.7791448442268114,0.7773344688098786,0.7775494996806473,0.7608096946912736,0.7663277511961721,0.7722332517209566,0.007313379667197154,31
0.01733260154724121,0.003234682217936709,0.12370119094848633,0.017213973148105143,manhattan,28,2,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 28, 'knn__p': 2, 'knn__weights': 'distance'}",0.7872766304733517,0.7842151018380528,0.7844602938045561,0.7686930394167236,0.7715325244930508,0.7792355180051469,0.007579366607627667,25
0.0171689510345459,0.001846179874813839,0.0345402717590332,0.005161711077183303,minkowski,6,2,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 6, 'knn__p': 2, 'knn__weights': 'distance'}",0.6973933716556666,0.684480164644099,0.646760343481655,0.6611233339029392,0.6485517771701983,0.6676617981709116,0.020058111269330037,46
0.013882827758789063,0.0020458072829057997,0.08046040534973145,0.013644147484491448,euclidean,33,1,distance,"{'knn__metric': 'euclidean', 'knn__n_neighbors': 33, 'knn__p': 1, 'knn__weights': 'distance'}",0.7960818962458308,0.7801713859910581,0.7933837201050317,0.782414131920711,0.7800687799043063,0.7864239828333875,0.006888769269716732,22
0.019225406646728515,0.004325554547787682,0.1140523910522461,0.00986164304225925,minkowski,41,2,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 41, 'knn__p': 2, 'knn__weights': 'distance'}",0.7987392661982825,0.7856365765382158,0.7981796891632957,0.7857619902027797,0.7859033236500342,0.7908441691505217,0.006220963417086963,17
0.01814579963684082,0.00689022453065468,0.07623305320739746,0.0021494125851248473,minkowski,15,1,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 15, 'knn__p': 1, 'knn__weights': 'distance'}",0.7468887942658433,0.7473401461926052,0.7268554396423249,0.7353767942583733,0.7292663476874004,0.7371455044093095,0.008601828845929475,38
0.016066837310791015,0.002470430217983383,0.06166019439697266,0.009042801808002486,minkowski,20,2,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 20, 'knn__p': 2, 'knn__weights': 'uniform'}",0.7671918245688738,0.76057093180044,0.7698083883329785,0.7493552773980406,0.752808156755525,0.7599469157711716,0.007915445967091584,36
